アンケート情報,,,,,,,,Q1,Q2,Q3,Q4,,Q5,,,,,,,,,,,,,,,,,,Q6,Q7,Q8,,Q9,,Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11,Q12,,,,,,,,,,,,,,,,,,,,,,Q13,,,,,,,,,,,,,,,,,,Q14,Q15,Q16,,Q17,,,,,,,,,,Q18,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q19,Q20
id,QRコード読取日時,アンケート回答日時,言語,会員ID,県,エリア,業種,生まれ年,性別,国籍,世帯年収(金額),世帯年収(通貨),訪日目的ALL,観光・レジャー,家族・知人訪問,ハネムーン,学校関係の旅行,スポーツ・スポーツ観戦,イベント,留学,治療・検診,インセンティブツアー,ビジネス（展示会・見本市）,ビジネス（国際会議）,ビジネス（企業ミーティング）,ビジネス（研修）,ビジネス（その他ビジネス）,トランジット,日本国内在住,その他,同伴者,滞在日数,"旅の総予算(金額)","旅の総予算(通貨)","宿泊予算(金額)","宿泊予算(通貨)",旅行情報元ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,訪日回数,訪問目的(県)ALL,日本食を食べること,日本の酒を飲むこと（日本酒・焼酎等）,旅館に宿泊,温泉入浴,自然・景勝地観光,繁華街の街歩き,ショッピング,美術館・博物館・動植物園・水族館,テーマパーク,スキー・スノーボード,その他スポーツ（ゴルフ等）,舞台・音楽鑑賞,スポーツ観戦（相撲・サッカー等）,自然体験ツアー・農山漁村体験,四季の体感（花見・紅葉・雪等）,映画・アニメ縁の地を訪問,日本の歴史・伝統文化体験,日本の日常生活体験,日本のポップカルチャーを楽しむ,治療・検診,上記には当てはまるものがない,訪問目的(施設)ALL,行きたい観光スポットがあったから,景観・自然・気候を楽しみたいから,行きたいお店・ここでしか購入できないものがあるから,泊まりたいホテル・旅館があるから,温泉を楽しみたいから,地域の食事や特産品を味わいたい（or買いたい）から,ドライブ・ツーリングを楽しみたいから,写真を撮影したいから,日常を離れ、バカンスを楽しみたいから,費用が手頃だから,以前に訪問し気に入ったから,友人・知人に勧められたから,テレビ・雑誌・インターネットで紹介されていたから,同行者が訪問したがったから,ツアーに組み込まれていたから,出張など用事があったため,その他,満足度(施設),満足度の理由(施設),一人当たりの消費額(施設)(金額),一人当たりの消費額(施設)(通貨),交通手段(施設)ALL,レンタカー,借上バス,路線バス,タクシー,ハイヤー,自転車,鉄道,徒歩,その他,認知経路(施設)ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,家族・知人への推奨度(施設),推奨度の理由(旅行)
898,"2024-12-08 11:46:23","2024-12-08 11:52:00",繁体,978,石川県,金沢,体験・観光施設,1976,男,"台湾 ",0,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,12,360000,円/日本　￥(JPY),360000,円/日本　￥(JPY),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
YouTube
",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"日本食を食べること
自然・景勝地観光
美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,0,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
YouTube
",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
899,"2024-12-08 11:49:52","2024-12-08 11:57:02",英語,981,石川県,金沢,体験・観光施設,1999,男,その他,20000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,15,10000,ドル/アメリカ　$(USD),1500,ドル/アメリカ　$(USD),"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
その他インターネットサイト（検索サイトを除く）
テレビ番組
",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"繁華街の街歩き
美術館・博物館・動植物園・水族館
日本の歴史・伝統文化体験
日本の日常生活体験
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,1000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
個人のブログ
",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
900,"2024-12-08 12:07:56","2024-12-08 12:12:40",英語,982,石川県,金沢,体験・観光施設,1991,男,英国,15000000,円/日本　￥(JPY),"観光・レジャー
ビジネス（展示会・見本市）
ビジネス（企業ミーティング）
日本国内在住
",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,配偶者・パートナー,7,1000000,円/日本　￥(JPY),2000000,円/日本　￥(JPY),"Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
個人のブログ
旅行ガイドブック
",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
自然・景勝地観光
ショッピング
美術館・博物館・動植物園・水族館
",1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
地域の食事や特産品を味わいたい（or買いたい）から
写真を撮影したいから
",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,大変満足,,1000,円/日本　￥(JPY),"タクシー
",0,0,0,1,0,0,0,0,0,"宿泊施設ホームページ
Instagram
",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
902,"2024-12-08 12:11:02","2024-12-08 12:15:37",英語,984,石川県,金沢,体験・観光施設,1996,女,その他,50000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,3,2000,ドル/アメリカ　$(USD),2000,ドル/アメリカ　$(USD),"Google Mapなどの地図アプリやサイトでの検索
YouTube
その他
",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
テーマパーク
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
行きたいお店・ここでしか購入できないものがあるから
泊まりたいホテル・旅館があるから
温泉を楽しみたいから
",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,No,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No
904,"2024-12-08 12:14:26","2024-12-08 12:17:28",英語,986,石川県,金沢,体験・観光施設,1999,女,オーストラリア,70000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,34,20000,ドル/オーストラリア　A$(AUD),6000,ドル/オーストラリア　A$(AUD),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
Instagram
Facebook
YouTube
旅行専門誌
",0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,"日本食を食べること
自然・景勝地観光
ショッピング
日本の歴史・伝統文化体験
",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"特になし
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,
905,"2024-12-08 12:15:58","2024-12-08 12:19:39",英語,987,石川県,金沢,体験・観光施設,1993,男,オーストラリア,80000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,35,20000,ドル/オーストラリア　A$(AUD),6000,ドル/オーストラリア　A$(AUD),"Instagram
Facebook
YouTube
テレビ番組
",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"日本食を食べること
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
",1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
地域の食事や特産品を味わいたい（or買いたい）から
写真を撮影したいから
",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,大変満足,"Very beautiful",5,ドル/オーストラリア　A$(AUD),"鉄道
徒歩
",0,0,0,0,0,0,1,1,0,"Instagram
YouTube
",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
903,"2024-12-08 12:13:01","2024-12-08 12:22:16",英語,985,石川県,金沢,体験・観光施設,1992,男,スペイン,30000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,18,2000,ユーロ/欧州連合　&euro;(XEU),50,ユーロ/欧州連合　&euro;(XEU),"Instagram
個人のブログ
",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
ショッピング
日本の歴史・伝統文化体験
",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,"A spectacular garden. ",10,ユーロ/欧州連合　&euro;(XEU),"徒歩
",0,0,0,0,0,0,0,1,0,"Instagram
個人のブログ
",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,All
901,"2024-12-08 12:22:52","2024-12-08 12:25:27",英語,983,石川県,金沢,体験・観光施設,1990,女,英国,2000000,ドル/アメリカ　$(USD),"観光・レジャー
イベント
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,3,200000,ドル/アメリカ　$(USD),200000,ドル/アメリカ　$(USD),"宿泊施設ホームページ
地方観光協会ホームページ
Google Mapなどの地図アプリやサイトでの検索
旅行会社パンフレット
",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
日本の歴史・伝統文化体験
",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,1000,ドル/アメリカ　$(USD),"路線バス
",0,0,1,0,0,0,0,0,0,"旅行会社ホームページ
Instagram
",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
906,"2024-12-08 12:40:02","2024-12-08 12:43:05",英語,988,石川県,金沢,体験・観光施設,1990,女,ドイツ,50000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,19,5500,ユーロ/欧州連合　&euro;(XEU),2500,ユーロ/欧州連合　&euro;(XEU),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
旅行会社パンフレット
",0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
日本の歴史・伝統文化体験
",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,大変満足,,1000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
Instagram
旅行会社パンフレット
",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,
907,"2024-12-08 12:35:34","2024-12-08 12:43:38",英語,990,石川県,金沢,体験・観光施設,1994,男,"米国 ",187000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,7,1000,ドル/アメリカ　$(USD),700,ドル/アメリカ　$(USD),"地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
個人のブログ
その他インターネットサイト（検索サイトを除く）
旅行専門誌
",0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,"日本食を食べること
繁華街の街歩き
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,大変満足,,1100,円/日本　￥(JPY),"レンタカー
徒歩
",1,0,0,0,0,0,0,1,0,"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
908,"2024-12-08 12:36:31","2024-12-08 12:52:15",英語,991,石川県,金沢,体験・観光施設,1992,男,オーストラリア,230000,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,22,10000,ドル/オーストラリア　A$(AUD),2000,ドル/オーストラリア　A$(AUD),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Instagram
日本政府観光局の案内所
自国の親戚・知人
",1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
自然・景勝地観光
繁華街の街歩き
ショッピング
テーマパーク
スポーツ観戦（相撲・サッカー等）
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,"The garden is lovely",6,ドル/オーストラリア　A$(AUD),"路線バス
",0,0,1,0,0,0,0,0,0,"特になし
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,
909,"2024-12-08 12:36:34","2024-12-08 12:52:59",英語,992,石川県,金沢,体験・観光施設,2006,男,オーストラリア,1800,ドル/オーストラリア　A$(AUD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,22,10000,ドル/オーストラリア　A$(AUD),2000,ドル/オーストラリア　A$(AUD),"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
X (Twitter)
Facebook
YouTube
個人のブログ
旅行会社パンフレット
日本在住の親族・知人
テレビ番組
新聞
旅行専門誌
その他雑誌
その他
",0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,"日本食を食べること
旅館に宿泊
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
テーマパーク
舞台・音楽鑑賞
四季の体感（花見・紅葉・雪等）
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
日本の日常生活体験
日本のポップカルチャーを楽しむ
",1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
地域の食事や特産品を味わいたい（or買いたい）から
ドライブ・ツーリングを楽しみたいから
写真を撮影したいから
友人・知人に勧められたから
",1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,大変満足,"One of the most beautiful places i have visited ",10,ドル/オーストラリア　A$(AUD),"徒歩
",0,0,0,0,0,0,0,1,0,"Instagram
自国の親戚・知人
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,"It&#039;s a beautiful place"
911,"2024-12-08 12:55:22","2024-12-08 12:57:42",英語,994,石川県,金沢,体験・観光施設,1986,男,英国,100000,ポンド/イギリス　&pound;(GBP),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,14,2000,ポンド/イギリス　&pound;(GBP),1000,ポンド/イギリス　&pound;(GBP),"口コミサイト（Tripadvisor等）
Instagram
YouTube
個人のブログ
自国の親戚・知人
日本在住の親族・知人
",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
ショッピング
映画・アニメ縁の地を訪問
",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,大変満足,,1500,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Instagram
YouTube
",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
912,"2024-12-08 13:08:36","2024-12-08 13:12:05",英語,996,石川県,金沢,体験・観光施設,1983,男,英国,1000000,ポンド/イギリス　&pound;(GBP),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,14,5000,ポンド/イギリス　&pound;(GBP),2000,ポンド/イギリス　&pound;(GBP),"Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
ショッピング
美術館・博物館・動植物園・水族館
日本の日常生活体験
",1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
日常を離れ、バカンスを楽しみたいから
",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,大変満足,No,550,円/日本　￥(JPY),"レンタカー
徒歩
",1,0,0,0,0,0,0,1,0,"口コミサイト（Tripadvisor等）
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No
914,"2024-12-08 13:17:17","2024-12-08 13:22:00",英語,998,石川県,金沢,体験・観光施設,1997,男,フランス,40000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,16,3000,ドル/アメリカ　$(USD),700,ドル/アメリカ　$(USD),"旅行会社ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
日本の歴史・伝統文化体験
",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Instagram
その他インターネットサイト（検索サイトを除く）
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,
915,"2024-12-08 13:17:44","2024-12-08 13:23:18",英語,999,石川県,金沢,体験・観光施設,1994,女,その他,17000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,16,1500,ドル/アメリカ　$(USD),500,ドル/アメリカ　$(USD),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"旅館に宿泊
自然・景勝地観光
繁華街の街歩き
四季の体感（花見・紅葉・雪等）
",0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
同行者が訪問したがったから
",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,大変満足,,550,ドル/アメリカ　$(USD),"鉄道
徒歩
",0,0,0,0,0,0,1,1,0,"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
913,"2024-12-08 13:10:19","2024-12-08 13:25:14",英語,997,石川県,金沢,体験・観光施設,1997,女,"米国 ",200000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,12,2000,ドル/アメリカ　$(USD),800,ドル/アメリカ　$(USD),"日本政府観光局(JNTO)ホームページ
Google Mapなどの地図アプリやサイトでの検索
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"日本食を食べること
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
日本の歴史・伝統文化体験
日本の日常生活体験
",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,,500,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
個人のブログ
",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Chaya districts. Walk around Castle area. DT Suzuki Museum. "
916,"2024-12-08 13:18:53","2024-12-08 13:26:06",英語,1000,石川県,金沢,体験・観光施設,1990,女,その他,28400,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,15,4000,ドル/アメリカ　$(USD),600,ドル/アメリカ　$(USD),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Instagram
YouTube
個人のブログ
その他インターネットサイト（検索サイトを除く）
自国の親戚・知人
",0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"日本食を食べること
自然・景勝地観光
繁華街の街歩き
ショッピング
テーマパーク
映画・アニメ縁の地を訪問
",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
地域の食事や特産品を味わいたい（or買いたい）から
",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,大変満足,Na,25,ドル/アメリカ　$(USD),"路線バス
鉄道
",0,0,1,0,0,0,1,0,0,"自国の親戚・知人
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,Na
918,"2024-12-08 13:21:06","2024-12-08 13:26:18",英語,995,石川県,金沢,体験・観光施設,1996,男,"米国 ",220000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,11,2500,ドル/アメリカ　$(USD),800,ドル/アメリカ　$(USD),"自国の親戚・知人
テレビ番組
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
自然体験ツアー・農山漁村体験
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
",1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,"行きたい観光スポットがあったから
同行者が訪問したがったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
